trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",25,9,-82.1504523116352,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",25,16,18.690466112487517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,2,25.461722518792932,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",25,13,20.949508236229544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",35,3,-22.055635875839577,"{0: 28, 1: 1, 2: 2, 3: 0, 4: 1}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,9,1.1667713053078936,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",25,20,8.298080226621668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,13,-10.346054190120492,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",25,4,-54.75984848628991,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,18,12.384462585583911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,12,-1.4643674547546763,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.3362164937067333}",20,0,-45.99716435231109,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,12,6.299597767110853,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",30,12,26.420831657181424,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,9,-3.7228069253576104,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",35,21,14.096898647787004,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",25,0,-1.977799371021379,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",30,3,9.061163242826096,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,15,-0.34077130628149055,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",20,12,14.345919221770771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",25,14,21.22867876952501,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,14,10.915656893688993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",30,0,10.127857798568398,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",20,0,-15.556111628003693,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",25,6,19.8027835561653,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",25,14,-0.5600177617257323,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,9,14.82443675914306,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",20,0,-55.930205300993464,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,9,-12.240082993526732,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",30,7,25.116055673717113,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",20,11,17.31953964971367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,0,-4.447898052244671,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",25,2,-11.47001272576038,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,2,0.6004531773067769,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",25,17,16.635778790031054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",20,0,-13.806175549242699,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,9,-34.71920399138735,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,5,-49.81268053811003,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,4,-0.6163270841847139,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,18,13.74816528841415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,10,6.1334102582579355,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",25,18,11.900050327920795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,16,25.433276424857276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",20,9,20.25722397475367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",35,23,-0.6630679542258446,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,12,-30.389465208456702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,11,12.903319448478241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",25,11,-58.17449414307467,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",35,3,-64.68439272169935,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 2}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,12,10.391971022813955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",30,20,10.926740123025272,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,7,-28.354788165828385,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,9,16.195635722656597,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3091279531286804}",30,3,-22.02010808385798,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 1}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,16,6.5870672706521605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,14,9.718816141900895,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,15,8.839672161344174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",20,0,-10.133509858313412,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",30,0,18.604135858683563,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,13,12.31511048421897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,0,-14.987302198164324,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",25,0,-23.13010071415807,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,15,16.200956503790575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,17,-29.017276986274265,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,3,-72.51534427785914,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,0,-99.19794826346289,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,0,-43.89020373627927,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,0,-26.582283672222083,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,14,21.396914412802474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",35,12,21.000023282038658,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,17,-0.8836446470265393,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",25,5,-61.23213597462711,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",25,0,20.56817347725596,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,0,-77.94329799413224,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,3,-33.295184148812844,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",25,7,-26.184282917661637,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,13,5.892814734956683,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",30,1,-22.364078809013215,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",30,13,30.11063454025182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,0,-36.082955579724114,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",30,19,-8.759389203565757,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",25,7,15.571388559239487,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",30,18,23.101367298426876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,0,10.177846936893912,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,0,3.122088760238512,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",35,0,8.191205703653655,"{0: 31, 1: 1, 2: 2, 3: 1, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,7,18.60976170473896,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",25,4,-26.613809267219715,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",35,19,5.9203610588692985,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,0,13.386927380711116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,12,3.8802523193130547,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",30,6,-18.650313305892794,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,7,-14.259082690310386,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,0,-17.909334305390495,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",30,13,-26.258106211089622,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",30,11,24.625161246134763,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",30,14,22.71803333414417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,0,24.967132024778554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",25,0,2.1929194437498176,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,7,2.6635035947875254,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,15,1.1581640821093093,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",30,10,-8.402502086849735,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,11,3.44736479011694,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",25,6,-65.23233898028175,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,0,-27.230227625357937,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,4,-63.91111377439161,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 2}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,11,3.406497890035409,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,7,-41.13189500205736,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",30,11,30.294441956842057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",30,12,29.403432039329076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,0,26.217094446205913,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,12,16.4944464536214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,14,7.777537876419309,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,3,-18.00069050913795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,0,-12.410103039760084,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,0,-44.59270366416429,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,14,13.517840147958083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",25,15,17.458762537554463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,10,18.47753910077473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,10,8.303472121430516,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,0,-61.509268351283474,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,8,-24.22660640838034,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,19,5.850745055840175,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,13,-16.790994040343065,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",30,23,0.8494923574841513,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,16,7.7331625628095875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,16,10.156999361097458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",25,14,-22.361479023765767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,0,25.114068961708604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,0,14.63766207900984,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,16,8.242270230094976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",30,20,15.911045351787402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,0,-6.841706191569127,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,13,-0.38203059194190336,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,10,5.906833393433862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",30,21,-31.482200691353412,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,6,12.678582091533592,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",35,17,25.543131069178905,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",25,3,10.298099065016205,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,16,15.265688448605673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,17,-9.64730927945024,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",25,8,24.314074193179348,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",30,12,28.270480348069274,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",30,0,-28.03285090294443,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,6,-56.566417586079055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,17,16.005830501369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",30,17,-0.48853937029124594,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,7,18.39739107926789,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,8,-12.559477495511658,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,0,-6.2200517034299185,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,15,5.258599298172422,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",20,2,-15.144976092583562,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",25,8,-10.31092890703642,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,16,9.4002891612088,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,0,-31.04679404170681,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,2,-23.79368190605812,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,8,8.724820495114765,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,10,-0.4721348254583013,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,0,-39.68557464128317,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,12,-4.908974905720436,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,11,5.146264392304053,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,6,2.380092903626822,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,13,-1.186696608762658,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",20,11,15.279001587179737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",35,20,-38.53308522642098,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,9,0.18836580565565697,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,10,17.646782061032198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,12,23.073323985383734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",30,18,-10.756241925739433,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",20,0,16.572404097494772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,7,18.462000435423946,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,4,20.667987535217957,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,0,-9.003758965389455,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",30,14,12.036582738186778,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",20,14,11.881510409043635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,2,-34.899997943370074,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 1}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",20,11,14.291656938589842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,17,12.475779145998233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,8,10.875515830068863,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,20,9.781891151746693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,0,-13.993218028338875,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",30,3,-2.35327634551717,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",25,18,10.54421708291693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",20,11,17.88524196048809,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
